Epoch,Train Loss,Validation Loss
1,0.019304846748709678,0.014958506050918783
2,0.011568355523049832,0.008819124129201685
3,0.00862891685217619,0.0072091518502150264
4,0.007462959885597229,0.006635434792510101
5,0.006812278218567371,0.006172929690884692
6,0.00641555517911911,0.006010279591594424
7,0.006225392948836088,0.0057134839173938546
8,0.006114662270992994,0.005517874312187944
9,0.006044209823012352,0.0058369700397763935
10,0.0060045324452221395,0.005496421895389046
11,0.0059622106701135635,0.005408762754606349
12,0.005941195748746395,0.005537491690899644
13,0.005909322015941143,0.005512096919119358
14,0.005892769359052181,0.005724012119961637
15,0.005870669819414615,0.0056206754275730676
16,0.005863098558038473,0.0053188711670892575
17,0.005840339865535497,0.005801053252071142
18,0.0058452912233769895,0.005602687331182616
19,0.00581545626744628,0.005474490113556385
20,0.005809346791356802,0.005451094492205552
21,0.005786558538675308,0.0054044210618095735
22,0.0057915358431637285,0.0053724740365786216
23,0.0057879193685948845,0.005321240518242121
24,0.005763373877853155,0.005374575632491282
25,0.005748237278312445,0.005292556315128293
26,0.005762914512306452,0.005230733659118414
27,0.005722141060978174,0.00540949816682509
28,0.005724316854029894,0.005370413418859243
29,0.005706533398479223,0.005419062716620309
30,0.005700374413281679,0.005595650257808822
31,0.005740781724452973,0.005549203005752393
32,0.005693798400461674,0.005457370408943721
33,0.005707999356091022,0.0054024010231452325
34,0.005687231235206127,0.005437091392065797
35,0.005664619840681553,0.005245541555008718
36,0.0056823561526834964,0.005525887943804264
37,0.005697777438908816,0.005546332004347018
38,0.005657556131482124,0.005340599854077611
39,0.0056697394698858265,0.00543519455407347
40,0.005669944752007723,0.005205946641841105
41,0.0056375891715288165,0.005379242356866598
42,0.005625276304781437,0.0051205100025981665
43,0.005636611934751273,0.00538417703605124
44,0.005620794147253036,0.005541239266416856
45,0.00560232475399971,0.005271993244865111
46,0.005653399359434843,0.005332304031721183
47,0.00571931179612875,0.005348528469247478
48,0.005589808113873005,0.005440781092537301
49,0.005568655095994472,0.005487683960901839
50,0.0055832839012146,0.005667591866637979
51,0.00557484470307827,0.005348762231213706
52,0.005551909469068051,0.005114777645628367
53,0.005557843837887049,0.005356318450399807
54,0.005579107534140348,0.00542811956256628
55,0.005541117414832115,0.005275584690804992
56,0.005577778797596693,0.005262570256101233
57,0.00559349112212658,0.005274385346898011
58,0.005585605949163437,0.005326942407659122
59,0.005542010553181171,0.005323881549494607
60,0.005524127800017595,0.005378000903874636
61,0.005522411549463868,0.005314228989716087
62,0.005759390369057656,0.005547564343682357
63,0.005652653221040964,0.005513288213738373
64,0.005539027974009514,0.005345085502735206
65,0.005504960715770721,0.005197501608303615
66,0.00551467040553689,0.005262136193258422
67,0.005526095014065504,0.0052996545231768066
68,0.005487993471324444,0.0052339509794754645
69,0.005478337574750185,0.005434932918953044
70,0.005483280345797539,0.00528115699333804
71,0.005470622535794973,0.0054178136800016674
72,0.005480225421488285,0.0051972521468997
73,0.005568278357386589,0.00538081768900156
74,0.005496799182146787,0.005703095546258348
75,0.005505263768136501,0.005155426716165883
76,0.005538394246250391,0.0055007922596165115
77,0.005476859398186207,0.00536500642608319
78,0.005455543156713248,0.005321659081216369
79,0.005453859865665436,0.005424074096871274
80,0.005447818282991648,0.005127308457823736
81,0.005434892140328884,0.005385807183172021
82,0.00545201450586319,0.005709895531513861
83,,
84,,
85,,
86,,
87,,
88,,
89,,
90,,
91,,
92,,
93,,
94,,
95,,
96,,
97,,
98,,
99,,
100,,
101,,
102,,
103,,
104,,
105,,
106,,
107,,
108,,
109,,
110,,
111,,
112,,
113,,
114,,
115,,
116,,
117,,
118,,
119,,
120,,
121,,
122,,
123,,
124,,
125,,
126,,
127,,
128,,
129,,
130,,
131,,
132,,
133,,
134,,
135,,
136,,
137,,
138,,
139,,
140,,
141,,
142,,
143,,
144,,
145,,
146,,
147,,
148,,
149,,
150,,
151,,
152,,
153,,
154,,
155,,
156,,
157,,
158,,
159,,
160,,
161,,
162,,
163,,
164,,
165,,
166,,
167,,
168,,
169,,
170,,
171,,
172,,
173,,
174,,
175,,
176,,
177,,
178,,
179,,
180,,
181,,
182,,
183,,
184,,
185,,
186,,
187,,
188,,
189,,
190,,
191,,
192,,
193,,
194,,
195,,
196,,
197,,
198,,
199,,
200,,
201,,
202,,
203,,
204,,
205,,
206,,
207,,
208,,
209,,
210,,
211,,
212,,
213,,
214,,
215,,
216,,
217,,
218,,
219,,
220,,
221,,
222,,
223,,
224,,
225,,
226,,
227,,
228,,
229,,
230,,
231,,
232,,
233,,
234,,
235,,
236,,
237,,
238,,
239,,
240,,
241,,
242,,
243,,
244,,
245,,
246,,
247,,
248,,
249,,
250,,
251,,
252,,
253,,
254,,
255,,
256,,
257,,
258,,
259,,
260,,
261,,
262,,
263,,
264,,
265,,
266,,
267,,
268,,
269,,
270,,
271,,
272,,
273,,
274,,
275,,
276,,
277,,
278,,
279,,
280,,
281,,
282,,
283,,
284,,
285,,
286,,
287,,
288,,
289,,
290,,
291,,
292,,
293,,
294,,
295,,
296,,
297,,
298,,
299,,
300,,
301,,
302,,
303,,
304,,
305,,
306,,
307,,
308,,
309,,
310,,
311,,
312,,
313,,
314,,
315,,
316,,
317,,
318,,
319,,
320,,
321,,
322,,
323,,
324,,
325,,
326,,
327,,
328,,
329,,
330,,
331,,
332,,
333,,
334,,
335,,
336,,
337,,
338,,
339,,
340,,
341,,
342,,
343,,
344,,
345,,
346,,
347,,
348,,
349,,
350,,
351,,
352,,
353,,
354,,
355,,
356,,
357,,
358,,
359,,
360,,
361,,
362,,
363,,
364,,
365,,
366,,
367,,
368,,
369,,
370,,
371,,
372,,
373,,
374,,
375,,
376,,
377,,
378,,
379,,
380,,
381,,
382,,
383,,
384,,
385,,
386,,
387,,
388,,
389,,
390,,
391,,
392,,
393,,
394,,
395,,
396,,
397,,
398,,
399,,
400,,
401,,
402,,
403,,
404,,
405,,
406,,
407,,
408,,
409,,
410,,
411,,
412,,
413,,
414,,
415,,
416,,
417,,
418,,
419,,
420,,
421,,
422,,
423,,
424,,
425,,
426,,
427,,
428,,
429,,
430,,
431,,
432,,
433,,
434,,
435,,
436,,
437,,
438,,
439,,
440,,
441,,
442,,
443,,
444,,
445,,
446,,
447,,
448,,
449,,
450,,
451,,
452,,
453,,
454,,
455,,
456,,
457,,
458,,
459,,
460,,
461,,
462,,
463,,
464,,
465,,
466,,
467,,
468,,
469,,
470,,
471,,
472,,
473,,
474,,
475,,
476,,
477,,
478,,
479,,
480,,
481,,
482,,
483,,
484,,
485,,
486,,
487,,
488,,
489,,
490,,
491,,
492,,
493,,
494,,
495,,
496,,
497,,
498,,
499,,
500,,
501,,
502,,
503,,
504,,
505,,
506,,
507,,
508,,
509,,
510,,
511,,
512,,
513,,
514,,
515,,
516,,
517,,
518,,
519,,
520,,
521,,
522,,
523,,
524,,
525,,
526,,
527,,
528,,
529,,
530,,
531,,
532,,
533,,
534,,
535,,
536,,
537,,
538,,
539,,
540,,
541,,
542,,
543,,
544,,
545,,
546,,
547,,
548,,
549,,
550,,
551,,
552,,
553,,
554,,
555,,
556,,
557,,
558,,
559,,
560,,
561,,
562,,
563,,
564,,
565,,
566,,
567,,
568,,
569,,
570,,
571,,
572,,
573,,
574,,
575,,
576,,
577,,
578,,
579,,
580,,
581,,
582,,
583,,
584,,
585,,
586,,
587,,
588,,
589,,
590,,
591,,
592,,
593,,
594,,
595,,
596,,
597,,
598,,
599,,
600,,
601,,
602,,
603,,
604,,
605,,
606,,
607,,
608,,
609,,
610,,
611,,
612,,
613,,
614,,
615,,
616,,
617,,
618,,
619,,
620,,
621,,
622,,
623,,
624,,
625,,
626,,
627,,
628,,
629,,
630,,
631,,
632,,
633,,
634,,
635,,
636,,
637,,
638,,
639,,
640,,
641,,
642,,
643,,
644,,
645,,
646,,
647,,
648,,
649,,
650,,
651,,
652,,
653,,
